ID;Education;Marital_Status;Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;nb_enfants;Nb_personnes_foyer;Age;Tenure;TotalMnt;TotalPurchases;AcceptedCmpTotal;Children;Is_Parent;Anciennete_mois;NumWebPurchasesMonth;Taux_conversion_web
4939;Graduation;Together;37760.0;0;0;20;84;5;38;150;12;28;2;4;1;6;7;0;0;0;0;0;0;0;0;2;79;4506;317;13;0;0;0;148.0;0.02702702702702703;0.39
6565;Master;Married;76995.0;0;1;91;1012;80;498;0;16;176;2;11;4;9;5;0;0;0;1;0;0;0;1;3;76;4297;1782;26;1;1;1;141.2;0.07790368271954674;1.56
2278;2n Cycle;Single;33812.0;1;0;86;4;17;19;30;24;39;2;2;1;3;6;0;0;0;0;0;0;0;1;2;40;4442;133;8;0;1;1;145.9;0.013708019191226868;0.23
9360;Graduation;Married;37040.0;0;0;41;86;2;73;69;38;48;1;4;2;5;8;0;0;0;0;0;0;0;0;2;43;4529;316;12;0;0;0;148.8;0.026881720430107524;0.34
5376;Graduation;Married;2447.0;1;0;42;1;1;1725;1;1;1;15;0;28;0;1;0;0;0;0;0;0;0;1;3;46;4378;1730;43;0;1;1;143.8;0.0;0.0
1993;PhD;Married;58607.0;0;1;63;867;0;86;0;0;19;3;2;3;9;8;0;1;0;0;0;0;0;1;3;76;4392;972;17;1;1;1;144.3;0.01386001386001386;0.17
4047;PhD;Married;65324.0;0;1;0;384;0;102;21;32;5;3;6;2;9;4;0;0;0;0;0;0;0;1;3;71;4008;544;20;0;1;1;131.7;0.04555808656036447;1.14
1409;Graduation;Together;40689.0;0;1;69;270;3;27;39;6;99;7;7;1;5;8;0;0;0;0;0;0;0;1;3;74;4307;444;20;0;1;1;141.5;0.04946996466431095;0.62
7892;Graduation;Single;18589.0;0;0;89;6;4;25;15;12;13;2;2;1;3;7;0;0;0;0;0;0;0;0;1;56;4382;75;8;0;0;0;144.0;0.013888888888888888;0.2
2404;Graduation;Married;53359.0;1;1;4;173;4;30;3;6;41;4;5;1;4;7;0;0;0;0;0;0;0;2;4;49;4237;257;14;0;2;1;139.2;0.03591954022988506;0.51
9422;Graduation;Married;38360.0;1;0;26;36;2;42;20;21;10;2;2;1;4;3;0;0;0;0;0;0;0;1;3;36;4233;131;9;0;1;1;139.1;0.014378145219266714;0.48
1966;PhD;Married;84618.0;0;0;96;684;100;801;21;66;0;1;6;9;10;2;0;0;1;0;0;0;0;0;2;60;4058;1672;26;1;0;0;133.3;0.0450112528132033;2.25
6864;Master;Divorced;10979.0;0;0;34;8;4;10;2;2;4;2;3;0;3;5;0;0;0;0;0;0;0;0;1;36;3877;30;8;0;0;0;127.4;0.02354788069073783;0.47
3033;Master;Together;38620.0;0;0;56;112;17;44;34;22;89;1;2;5;3;3;0;0;0;0;0;0;0;0;2;62;4253;318;11;0;0;0;139.7;0.014316392269148177;0.48
5710;Graduation;Together;40548.0;0;1;31;110;0;5;2;0;3;2;2;1;4;5;0;1;0;0;0;0;0;1;3;55;4466;120;9;1;1;1;146.7;0.0136332651670075;0.27
7373;PhD;Divorced;46610.0;0;2;8;96;12;96;33;22;43;6;4;1;6;6;0;0;0;0;0;0;1;2;3;73;4447;302;17;0;2;1;146.1;0.027378507871321015;0.46
8755;Master;Married;68657.0;0;0;4;482;34;471;119;68;22;1;3;5;9;7;0;0;0;0;0;0;0;0;2;79;4333;1196;18;0;0;0;142.3;0.021082220660576245;0.3
10738;Master;Single;49389.0;1;1;55;40;0;19;2;1;3;1;2;0;3;7;0;0;0;0;0;0;0;2;3;74;4143;65;6;0;2;1;136.1;0.014695077149155033;0.21
4339;PhD;Married;67353.0;0;1;37;702;17;151;0;8;35;5;5;6;12;2;0;0;0;0;0;0;0;1;3;55;4019;913;28;0;1;1;132.0;0.03787878787878788;1.89
10755;2n Cycle;Married;23718.0;1;0;76;6;3;14;15;7;36;3;3;1;2;7;0;0;0;0;0;0;0;1;3;49;4139;81;9;0;1;1;136.0;0.022058823529411766;0.32
8595;Graduation;Widowed;42429.0;0;1;99;55;0;6;2;0;4;2;1;1;3;5;0;0;0;0;0;0;0;1;2;52;3977;67;7;0;1;1;130.7;0.007651109410864576;0.15
2968;PhD;Divorced;48948.0;0;0;53;437;8;206;160;49;42;2;7;10;5;6;1;0;0;0;0;0;1;0;1;82;4352;902;24;1;0;0;143.0;0.04895104895104895;0.82
8601;Graduation;Married;80011.0;0;1;3;421;76;536;82;178;102;2;8;6;5;4;0;0;0;0;0;0;0;1;3;45;4265;1395;21;0;1;1;140.1;0.057102069950035694;1.43
503;Master;Married;20559.0;1;0;88;13;1;29;3;0;7;2;2;0;3;8;0;0;0;0;0;0;0;1;3;40;4313;53;7;0;1;1;141.7;0.014114326040931546;0.18
8430;Graduation;Together;21994.0;0;1;4;9;0;6;3;1;3;1;0;0;3;5;0;0;0;0;0;0;0;1;3;68;4391;22;4;0;1;1;144.3;0.0;0.0
2139;Master;Married;7500.0;1;0;19;3;1;10;3;2;12;3;2;0;3;5;0;0;0;0;0;0;0;1;3;50;4109;31;8;0;1;1;135.0;0.014814814814814815;0.3
1371;Graduation;Single;79941.0;0;0;72;123;164;266;227;30;174;1;2;4;9;1;0;0;0;0;0;0;0;0;1;49;3840;984;16;0;0;0;126.1;0.01586042823156225;1.59
9909;2n Cycle;Married;7500.0;0;0;24;3;18;14;15;22;50;3;3;1;3;9;0;0;0;0;0;0;1;0;2;29;4436;122;10;0;0;0;145.7;0.020590253946465343;0.23
7286;Graduation;Together;41728.0;1;0;92;13;6;15;3;5;13;1;2;0;2;10;0;0;0;0;0;0;0;1;3;57;4240;55;5;0;1;1;139.3;0.014357501794687724;0.14
6566;PhD;Married;72550.0;1;1;39;826;50;317;50;38;38;9;5;2;12;8;0;0;0;0;0;0;0;2;4;71;4437;1319;28;0;2;1;145.8;0.034293552812071325;0.43
8614;Graduation;Widowed;65486.0;0;1;29;245;19;125;37;67;14;1;4;2;10;2;0;0;0;0;0;0;0;1;2;68;3887;507;17;0;1;1;127.7;0.031323414252153486;1.57
4114;Master;Married;79143.0;0;0;2;650;37;780;27;167;32;1;6;9;13;3;0;0;0;0;0;0;0;0;2;61;4526;1693;29;0;0;0;148.7;0.04034969737726967;1.34
1331;Graduation;Single;35790.0;1;0;54;12;6;20;30;1;3;2;2;0;3;7;0;0;0;0;0;0;0;1;2;48;4382;72;7;0;1;1;144.0;0.013888888888888888;0.2
2225;Graduation;Divorced;82582.0;0;0;54;510;120;550;156;40;241;1;4;9;7;1;1;0;0;1;0;0;1;0;1;48;3861;1617;21;2;0;0;126.8;0.031545741324921134;3.15
9381;Graduation;Married;66373.0;1;1;57;328;9;124;12;24;109;7;4;2;10;3;0;0;0;0;0;0;0;2;4;47;4221;606;23;0;2;1;138.7;0.028839221341023794;0.96
6260;Master;Together;82384.0;0;0;55;984;51;432;180;120;190;1;3;10;13;1;0;0;1;0;0;0;1;0;2;70;4426;1957;27;1;0;0;145.4;0.02063273727647868;2.06
10383;Graduation;Divorced;70287.0;0;0;30;295;35;482;121;120;40;1;5;5;10;3;0;0;0;0;0;0;1;0;1;59;4292;1093;21;0;0;0;141.0;0.03546099290780142;1.18
7437;Graduation;Single;27938.0;1;0;31;13;0;8;2;1;5;1;1;0;4;3;0;0;0;0;0;0;0;1;2;37;3901;29;6;0;1;1;128.2;0.0078003120124804995;0.26
8375;PhD;Married;55954.0;0;1;63;447;0;28;0;0;43;3;8;2;6;7;0;0;0;0;0;0;0;1;3;57;3957;518;19;0;1;1;130.0;0.06153846153846154;0.88
6853;Master;Single;75777.0;0;0;12;712;26;538;69;13;80;1;3;6;11;1;0;1;1;0;0;0;1;0;1;43;4199;1438;21;2;0;0;137.9;0.02175489485134155;2.18
3076;Graduation;Together;66653.0;1;1;18;452;18;102;16;18;6;4;4;2;12;3;0;0;0;0;0;0;0;2;4;50;4499;612;22;0;2;1;147.8;0.027063599458728008;0.9
1012;Graduation;Single;61823.0;0;1;26;523;7;134;37;14;169;4;8;2;10;7;0;0;0;0;0;0;0;1;2;73;4335;884;24;0;1;1;142.4;0.056179775280898875;0.8
6518;PhD;Widowed;67680.0;0;1;8;546;0;48;0;6;6;1;7;3;8;5;0;0;0;0;0;0;0;1;2;74;4222;606;19;0;1;1;138.7;0.05046863734679164;1.01
4137;Graduation;Together;70666.0;0;0;29;398;40;367;119;122;30;1;7;4;4;4;0;0;0;0;0;0;0;0;2;77;4044;1076;16;0;0;0;132.9;0.0526711813393529;1.32
8082;Graduation;Married;25721.0;1;0;75;1;3;6;3;6;15;1;1;1;2;7;0;0;0;0;0;0;1;1;3;54;4243;34;5;0;1;1;139.4;0.007173601147776184;0.1
1386;Graduation;Together;32474.0;1;1;0;10;0;1;0;0;0;1;1;0;2;7;0;0;0;0;0;0;0;2;4;58;3888;11;4;0;2;1;127.7;0.007830853563038372;0.11
9369;2n Cycle;Single;88194.0;0;1;19;688;14;309;201;24;38;1;11;10;10;5;1;0;0;1;0;0;1;1;2;46;3941;1274;32;2;1;1;129.5;0.08494208494208494;1.7
4477;Graduation;Together;69096.0;0;1;4;247;49;159;7;82;109;1;5;2;10;4;0;0;0;0;0;0;0;1;3;67;4114;653;18;0;1;1;135.2;0.03698224852071006;0.92
1357;Graduation;Together;74854.0;1;2;90;856;59;487;58;29;73;7;2;5;5;5;0;0;0;0;0;0;0;3;5;55;4286;1562;19;0;3;1;140.8;0.014204545454545454;0.28
1402;Master;Married;66991.0;0;0;1;496;36;460;189;60;12;3;4;8;6;3;0;0;0;0;0;0;0;0;2;71;4495;1253;21;0;0;0;147.7;0.027081922816519974;0.9
6312;Graduation;Married;65031.0;0;1;29;258;107;291;84;37;86;4;10;3;13;7;0;0;0;0;0;0;0;1;3;66;4308;863;30;0;1;1;141.5;0.0706713780918728;1.01
8132;PhD;Married;60631.0;1;1;88;565;6;65;0;6;19;5;9;2;8;7;0;1;0;0;0;0;0;2;4;50;4289;661;24;1;2;1;140.9;0.06387508871540098;0.91
1050;Graduation;Married;28332.0;0;0;58;14;10;13;4;15;9;1;2;1;4;2;0;0;0;0;0;0;0;0;2;73;3899;65;8;0;0;0;128.1;0.0156128024980484;0.78
5846;Graduation;Divorced;40246.0;1;0;68;2;1;6;2;1;1;1;1;0;2;6;0;0;0;0;0;0;0;1;2;48;4396;13;4;0;1;1;144.4;0.006925207756232687;0.12
1859;Master;Married;75251.0;0;0;34;721;111;925;97;18;18;1;7;6;5;5;0;0;0;0;0;0;1;0;2;53;4510;1890;19;0;0;0;148.2;0.04723346828609987;0.94
7503;Graduation;Single;75825.0;0;0;40;1032;105;779;137;105;51;0;5;8;9;4;1;0;0;0;0;0;1;0;1;49;4464;2209;22;1;0;0;146.6;0.034106412005457026;0.85
10401;2n Cycle;Together;26326.0;0;0;12;1;0;5;0;3;9;1;0;0;3;3;0;0;0;0;0;1;0;0;2;49;4137;18;4;0;0;0;135.9;0.0;0.0
1618;Graduation;Together;56046.0;0;0;9;577;0;64;0;0;51;2;10;1;8;8;1;0;0;0;0;0;1;0;2;60;4382;692;21;1;0;0;144.0;0.06944444444444445;0.87
3332;Graduation;Single;29760.0;1;0;87;64;4;68;7;5;17;4;3;1;4;8;0;0;0;0;0;0;0;1;2;40;4508;165;12;0;1;1;148.1;0.02025658338960162;0.25
2261;Graduation;Married;26304.0;1;0;5;4;1;5;2;0;4;1;1;0;2;7;0;0;0;0;0;0;0;1;3;56;4210;16;4;0;1;1;138.3;0.0072306579898770785;0.1
5346;2n Cycle;Married;23559.0;1;0;87;25;5;19;7;0;23;3;3;0;3;7;0;0;0;0;0;0;0;1;3;52;4200;79;9;0;1;1;138.0;0.021739130434782608;0.31
535;Graduation;Divorced;81361.0;0;0;18;163;23;424;27;65;76;1;3;10;13;1;0;0;0;0;0;0;0;0;1;38;3963;778;27;0;0;0;130.2;0.02304147465437788;2.3
5268;Graduation;Married;29440.0;1;1;95;17;8;14;10;4;3;2;1;0;4;7;0;0;0;0;0;0;0;2;4;65;4161;56;7;0;2;1;136.7;0.00731528895391368;0.1
273;Master;Married;36138.0;1;1;48;130;0;16;0;0;5;5;3;1;4;7;0;1;0;0;0;0;0;2;4;55;4187;151;13;1;2;1;137.5;0.02181818181818182;0.31
4452;Graduation;Single;50388.0;0;1;3;292;6;37;0;3;34;4;6;1;6;7;0;1;0;1;0;0;1;1;2;68;3871;372;17;2;1;1;127.2;0.04716981132075471;0.67
8504;Graduation;Married;79593.0;0;0;70;350;60;568;110;133;145;1;5;6;7;2;0;0;1;0;0;0;0;0;2;52;3887;1366;19;1;0;0;127.7;0.03915426781519186;1.96
771;Graduation;Together;54178.0;0;1;79;135;9;39;4;0;7;1;2;2;5;2;0;0;0;0;0;0;0;1;3;58;3998;194;10;0;1;1;131.3;0.01523229246001523;0.76
11178;Master;Single;42394.0;1;0;69;15;2;10;0;1;4;1;1;0;3;7;0;0;0;0;0;0;0;1;2;53;3937;32;5;0;1;1;129.3;0.007733952049497292;0.11
2230;PhD;Married;23626.0;1;0;84;27;2;14;0;0;0;3;3;1;3;5;0;0;0;0;0;0;0;1;3;55;3875;43;10;0;1;1;127.3;0.02356637863315004;0.47
7516;Graduation;Married;30096.0;1;0;30;5;3;11;12;5;9;1;2;0;3;6;0;0;0;0;0;0;0;1;3;42;3877;45;6;0;1;1;127.4;0.015698587127158554;0.26
7247;Graduation;Widowed;47916.0;0;1;72;505;0;26;0;0;75;5;7;4;6;6;0;1;0;0;0;0;0;1;2;65;4423;606;22;1;1;1;145.3;0.04817618719889882;0.8
11100;Graduation;Divorced;51813.0;1;1;37;51;2;7;0;1;2;2;2;0;3;7;0;0;0;0;0;0;0;2;3;53;4283;63;7;0;2;1;140.7;0.014214641080312724;0.2
4646;2n Cycle;Married;78497.0;0;0;44;207;26;447;75;0;223;1;5;7;12;2;0;0;0;1;0;0;0;0;2;74;4049;978;25;1;0;0;133.0;0.03759398496240601;1.88
3037;PhD;Married;50150.0;0;0;32;135;46;92;65;61;11;2;5;2;7;5;0;0;0;0;0;0;0;0;2;42;4213;410;16;0;0;0;138.4;0.0361271676300578;0.72
1473;2n Cycle;Single;47823.0;0;1;0;53;1;5;2;1;10;2;2;0;3;8;0;0;0;0;0;0;0;1;2;65;4180;72;7;0;1;1;137.3;0.01456664238892935;0.18
1016;PhD;Single;34554.0;0;1;43;41;1;6;2;0;5;2;2;0;3;6;0;0;0;0;0;0;0;1;2;66;3930;55;7;0;1;1;129.1;0.015491866769945779;0.26
4518;Graduation;Together;85693.0;0;1;59;386;172;183;185;132;111;2;9;5;11;5;0;0;0;0;0;0;0;1;3;46;4274;1169;27;0;1;1;140.4;0.0641025641025641;1.28
9370;PhD;Married;65846.0;0;0;68;562;81;276;80;40;81;1;6;3;6;4;0;0;0;0;0;0;0;0;2;80;4247;1120;16;0;0;0;139.5;0.043010752688172046;1.08
8908;Graduation;Married;87195.0;0;0;35;217;76;690;50;26;38;1;3;11;5;1;0;0;0;0;0;0;1;0;2;66;3891;1097;20;0;0;0;127.8;0.023474178403755867;2.35
8373;Basic;Together;24594.0;1;0;94;1;3;6;10;0;9;1;1;0;3;5;0;0;0;0;0;0;0;1;3;46;4040;29;5;0;1;1;132.7;0.0075357950263752835;0.15
7533;Graduation;Married;49096.0;1;1;15;144;1;32;2;1;7;4;4;1;4;7;0;0;0;0;0;0;0;2;4;61;4117;187;13;0;2;1;135.2;0.02958579881656805;0.42
2683;Graduation;Married;52413.0;0;2;56;295;106;271;75;98;65;4;6;4;12;6;0;0;0;0;0;0;0;2;4;56;4351;910;26;0;2;1;142.9;0.04198740377886634;0.7
3629;Graduation;Single;38557.0;1;0;17;76;3;31;4;4;27;2;3;1;3;7;0;0;0;0;0;0;0;1;2;47;4396;145;9;0;1;1;144.4;0.02077562326869806;0.3
10991;Master;Married;89058.0;0;0;18;454;194;106;31;22;43;1;5;4;4;2;0;0;0;0;0;0;0;0;2;65;4408;850;14;0;0;0;144.8;0.03453038674033149;1.73
5077;Graduation;Together;77298.0;0;1;46;425;115;292;23;35;79;1;6;6;11;3;0;0;0;0;0;0;0;1;3;46;4078;969;24;0;1;1;134.0;0.04477611940298507;1.49
7431;PhD;Single;68126.0;0;0;40;1332;17;311;23;51;86;1;7;4;5;9;0;1;0;0;0;0;1;0;1;34;4435;1820;17;1;0;0;145.7;0.0480439258750858;0.53
3267;Master;Together;57288.0;0;1;27;527;0;21;0;0;60;3;8;1;8;6;0;1;0;0;0;0;0;1;3;62;3843;608;20;1;1;1;126.2;0.06339144215530904;1.06
999;Graduation;Single;86037.0;0;0;95;490;44;125;29;20;22;1;6;7;11;3;0;1;1;0;0;0;1;0;1;34;4382;730;25;2;0;0;144.0;0.041666666666666664;1.39
9215;PhD;Married;43974.0;1;0;19;378;0;101;0;0;72;5;6;4;6;7;0;0;0;0;0;0;0;1;3;45;4403;551;21;0;1;1;144.6;0.04149377593360996;0.59
2286;Graduation;Single;50785.0;1;1;27;64;1;21;0;1;27;2;2;1;3;6;0;0;0;0;0;0;0;2;3;63;4131;114;8;0;2;1;135.7;0.014738393515106855;0.25
1592;Graduation;Married;90765.0;0;0;25;547;99;812;151;82;33;0;4;6;5;1;0;0;1;1;0;0;0;0;2;55;3995;1724;15;2;0;0;131.2;0.030487804878048783;3.05
367;2n Cycle;Married;36550.0;1;0;74;47;90;94;123;103;120;5;9;1;5;9;0;0;0;0;0;0;0;1;3;47;4334;577;20;0;1;1;142.4;0.06320224719101124;0.7
5234;2n Cycle;Together;30753.0;1;1;85;12;5;25;0;9;30;2;1;1;3;5;0;0;0;0;0;0;0;2;4;58;4192;81;7;0;2;1;137.7;0.007262164124909223;0.15
9862;Graduation;Together;21918.0;1;0;37;1;6;7;11;5;3;2;2;0;3;6;0;0;0;0;0;0;0;1;3;56;4066;33;7;0;1;1;133.6;0.014970059880239521;0.25
9805;Master;Together;56129.0;0;1;65;320;48;133;39;72;48;4;6;2;10;4;0;0;0;0;0;0;0;1;3;72;4213;660;22;0;1;1;138.4;0.04335260115606936;1.08
6205;Master;Single;32557.0;1;0;13;34;3;29;0;4;10;3;2;1;3;5;0;0;0;0;0;0;1;1;2;58;3964;80;9;0;1;1;130.2;0.015360983102918589;0.31
8442;Master;Married;19510.0;2;0;63;9;0;7;3;4;7;2;1;0;3;7;0;0;0;0;0;0;0;2;4;40;4137;30;6;0;2;1;135.9;0.007358351729212656;0.11
7386;Graduation;Divorced;30992.0;1;0;83;17;0;14;7;3;2;1;1;0;3;7;0;0;0;0;0;0;0;1;2;49;4272;43;5;0;1;1;140.3;0.0071275837491090515;0.1
7215;Graduation;Single;101970.0;0;0;69;722;27;102;44;72;168;0;6;8;13;2;0;1;1;1;0;0;1;0;1;42;4313;1135;27;3;0;0;141.7;0.04234297812279464;2.12
1491;2n Cycle;Together;71488.0;0;0;87;162;33;124;40;28;172;2;3;4;7;1;0;0;0;0;0;0;0;0;2;60;4335;559;16;0;0;0;142.4;0.021067415730337078;2.11
11071;Graduation;Single;79607.0;0;0;37;450;133;951;173;0;216;1;3;6;6;1;0;0;0;0;0;0;1;0;1;41;4273;1923;16;0;0;0;140.4;0.021367521367521368;2.14
3381;Master;Married;54348.0;1;1;51;70;0;16;0;0;4;2;2;0;4;6;0;0;0;0;0;0;0;2;4;72;3860;90;8;0;2;1;126.8;0.015772870662460567;0.26
11051;PhD;Together;77376.0;1;1;72;492;19;110;16;12;12;4;6;3;10;4;0;0;0;0;0;0;0;2;4;69;3889;661;23;0;2;1;127.8;0.046948356807511735;1.17
8026;Graduation;Married;62998.0;0;1;10;120;58;73;65;89;58;5;5;4;5;5;0;0;0;0;0;0;0;1;3;73;4111;463;19;0;1;1;135.1;0.037009622501850484;0.74
433;Master;Single;61331.0;1;1;42;534;5;47;0;5;41;5;11;1;6;8;0;0;0;0;0;0;0;2;3;67;4315;632;23;0;2;1;141.8;0.077574047954866;0.97
9597;Graduation;Married;73448.0;0;0;10;236;106;189;23;41;130;1;7;2;9;4;0;0;0;0;0;0;0;0;2;56;3978;725;19;0;0;0;130.7;0.05355776587605203;1.34
5290;PhD;Married;41551.0;1;1;51;220;0;33;3;0;23;5;5;1;5;8;0;0;0;0;0;0;0;2;4;61;4158;279;16;0;2;1;136.6;0.036603221083455345;0.46
1685;PhD;Together;62981.0;0;0;21;796;14;590;38;44;0;1;4;5;13;3;0;1;0;0;0;0;0;0;2;58;4308;1482;23;1;0;0;141.5;0.028268551236749116;0.94
5342;Basic;Divorced;9548.0;1;0;31;0;1;3;10;6;9;2;1;0;3;8;0;0;0;0;0;0;0;1;2;49;4529;29;6;0;1;1;148.8;0.006720430107526881;0.08
9579;PhD;Married;33762.0;2;1;61;53;1;34;2;0;16;3;2;2;2;8;0;0;0;0;0;0;0;3;5;66;4196;106;9;0;3;1;137.8;0.014513788098693758;0.18
7660;PhD;Single;35860.0;1;1;37;15;0;8;4;2;20;2;1;1;2;5;1;0;0;0;0;0;1;2;3;52;3880;49;6;1;2;1;127.5;0.00784313725490196;0.16
1461;PhD;Divorced;36921.0;1;1;74;17;1;12;3;1;4;2;2;0;3;7;0;0;0;0;0;0;0;2;3;60;4175;38;7;0;2;1;137.2;0.01457725947521866;0.21
821;Master;Single;92859.0;0;0;46;962;61;921;52;61;20;1;5;4;12;2;0;0;0;0;0;0;0;0;1;33;4457;2077;22;0;0;0;146.4;0.03415300546448087;1.71
11084;Master;Together;65104.0;0;1;4;738;0;232;13;20;50;2;3;5;7;7;0;0;0;0;0;0;1;1;3;49;4066;1053;17;0;1;1;133.6;0.02245508982035928;0.32
8690;Graduation;Married;86111.0;0;0;73;399;28;756;36;40;126;1;5;7;10;2;0;0;0;0;0;0;0;0;2;63;4275;1385;23;0;0;0;140.4;0.03561253561253561;1.78
2937;PhD;Single;68352.0;0;1;47;614;16;132;43;33;33;3;8;5;9;6;0;0;0;0;0;0;0;1;2;51;4144;871;25;0;1;1;136.1;0.05878030859662013;0.98
9701;Graduation;Together;41883.0;1;0;13;32;34;41;73;16;116;3;4;2;3;7;0;0;0;0;0;0;0;1;3;37;4306;312;12;0;1;1;141.5;0.028268551236749116;0.4
9949;Graduation;Married;59809.0;0;2;36;598;16;141;32;41;49;3;3;3;6;8;0;0;0;0;0;0;0;2;4;49;4458;877;15;0;2;1;146.5;0.020477815699658702;0.26
10837;Graduation;Married;23957.0;1;0;47;2;1;18;20;11;16;1;2;0;3;6;0;0;0;0;0;0;1;1;3;50;4448;68;6;0;1;1;146.1;0.013689253935660508;0.23
3120;Graduation;Together;38547.0;1;0;49;6;1;10;0;1;4;1;1;0;2;8;0;0;0;0;0;1;0;1;3;44;4144;22;4;0;1;1;136.1;0.0073475385745775165;0.09
5885;2n Cycle;Married;35688.0;2;1;94;73;3;90;12;1;32;7;4;1;4;8;0;0;0;0;0;0;0;3;5;52;4515;211;16;0;3;1;148.3;0.026972353337828724;0.34
4050;Master;Married;49605.0;0;0;65;42;16;29;12;20;8;1;2;1;4;3;0;0;0;0;0;0;0;0;2;59;3847;127;8;0;0;0;126.4;0.01582278481012658;0.53
3830;Master;Married;59354.0;0;2;59;295;21;78;39;13;13;1;4;4;7;3;0;0;0;0;0;0;0;2;4;72;3905;459;16;0;2;1;128.3;0.031176929072486356;1.04
7987;Graduation;Married;65747.0;0;1;96;346;17;48;23;13;13;4;8;1;6;6;0;1;0;0;0;0;0;1;3;56;3953;460;19;1;1;1;129.9;0.06158583525789068;1.03
7798;2n Cycle;Together;46344.0;0;1;28;233;20;57;8;20;91;4;7;1;5;7;0;0;0;0;0;0;0;1;3;53;4401;429;17;0;1;1;144.6;0.048409405255878286;0.69
92;Graduation;Single;34176.0;1;0;12;5;7;24;19;14;20;4;3;0;4;6;0;0;0;0;0;0;0;1;2;37;3887;89;11;0;1;1;127.7;0.02349256068911511;0.39
7055;PhD;Together;61010.0;0;1;57;888;0;57;0;0;76;2;8;5;11;5;0;0;0;0;0;0;0;1;3;73;4467;1021;26;0;1;1;146.7;0.05453306066803;1.09
